0, 0.0, 0.0
10, 0.0, 1506.274742254665
20, 0.0, 5977.193767147139
30, 2.5219084262489844, 9957.442367121577
40, 5.0870129833274325, 13337.575161963701
50, 8.272792818976727, 16258.490771204233
60, 12.575314685099231, 18776.114647358656
70, 18.468035086219107, 20937.74669009447
80, 26.5728820191793, 22789.426784574986
90, 37.75360050373107, 24374.96568131447
100, 53.08528452442662, 25773.437574148178
110, 73.54969870173346, 27749.26828110218
120, 100.61041462844119, 34809.39874100685
130, 136.14600362145939, 51964.69923186302
140, 177.87422995667796, 77182.39758753777
150, 174.10084991469068, 108321.38383579254
160, 179.04806528480174, 149081.2019355297
170, 206.73303467394578, 202050.30678749084
180, 253.43732407260478, 264138.15935230255
190, 320.16656077551465, 327516.13258743286
200, 417.38327996175053, 401851.093331337
210, 561.4182435064563, 490250.11477184296
220, 729.2634801627632, 579794.3548355103
230, 878.171417033238, 650947.5720806122
240, 1031.6322637069152, 705513.5182476044
250, 1156.746052595041, 753918.0784950256
260, 1274.0853063527939, 799695.4294586182
270, 1247.2374431812168, 824192.465959549
280, 1277.8256675437115, 855208.6580886841
290, 1344.8715454862759, 880772.2742881775
300, 1432.616170866313, 898950.9922065735
310, 1575.9757773272213, 936066.1141700745
320, 1600.0183858939417, 964900.8703422546
330, 1590.794957926846, 954014.9892997742
340, 1477.158746301924, 901399.8085899353
350, 1373.3445531143225, 876110.2625770569
360, 1296.6343189558247, 874352.6879577637
370, 1256.2245417010563, 888387.6584434509
380, 1233.5744458021945, 919574.9416313171
390, 1214.349167491484, 977504.3201675415
400, 1176.4602916670847, 1040356.6896514893
410, 1124.6992609062, 1092908.37972641
420, 1093.8503047486302, 1149976.2925682068
430, 1050.996804860304, 1206209.143978119
440, 1036.3300139849307, 1274407.709728241
450, 1033.6593432254158, 1330697.294807434
460, 998.8008866724558, 1353130.5955963135
470, 972.2014911032747, 1378619.263759613
480, 948.0106604583561, 1392943.733947754
490, 950.0912286308594, 1432126.9929504395
500, 976.6280801841058, 1499421.8830490112
510, 1041.7278938493691, 1594019.1936798096
520, 1158.870279894676, 1705245.8801879883
530, 1259.3081259941682, 1803396.9254837036
540, 1344.9019496035762, 1884645.2740097046
550, 1432.8296398934908, 1972156.05368042
560, 1582.2089727050625, 2091734.3200454712
570, 1758.5438188770786, 2221677.469810486
580, 1871.156605180353, 2343716.861793518
590, 1953.7189032086171, 2440000.431564331
600, 1952.6251003346406, 2505937.009742737
610, 1984.4804843398742, 2596114.991645813
620, 2052.900109806098, 2695234.0303726196
630, 2098.0249353214167, 2780369.175354004
640, 2208.3825902561657, 2904947.5697021484
650, 2348.5913793500513, 3062746.8783721924
660, 2550.365123060532, 3279715.550430298
670, 2818.034705954604, 3554136.673309326
680, 3072.7514523267746, 3869341.8925323486
690, 3373.492665121332, 4219911.406265259
700, 3872.5487117189914, 4613543.077163696
710, 4306.485714586452, 4948086.442260742
720, 4638.692730302922, 5230570.299880981
730, 4871.452511746436, 5460314.256576538
740, 5350.2895459719, 5689620.463897705
750, 5345.666387362406, 5659444.436019897
760, 5377.462796423584, 5627047.007614136
770, 5623.504447249696, 5605831.34854126
780, 6114.843988381326, 5597169.077255249
790, 6747.492308456451, 5597747.817123413
800, 7182.117418285459, 5555090.453613281
810, 7402.634291745722, 5482253.277862549
820, 7552.060185719281, 5400439.69694519
830, 7765.984536636621, 5289774.597396851
840, 7817.519598998129, 5173481.628570557
850, 8020.767367538065, 5046023.428024292
860, 8021.71492408216, 4874228.366439819
870, 8177.338857796043, 4710179.926376343
880, 8235.432072490454, 4532153.594970703
890, 8343.841497316957, 4343243.870223999
900, 8697.034784372896, 4142505.4882507324
910, 9110.93581256643, 3912929.9034118652
920, 9241.099147334695, 3649376.652404785
930, 9354.319544449449, 3368858.4573669434
940, 9349.158915612847, 3061985.069961548
950, 9227.693446036428, 2738531.0669403076
960, 8996.809389814734, 2412830.0991210938
970, 8382.93910812959, 2083453.1782989502
980, 7816.884783748537, 1789914.3267440796
990, 7193.131715293974, 1530028.265449524
1000, 6555.122320905328, 1305479.5099868774
