0, 899, 1, 0, 0, 0, 0
10, 899, 1, 0, 0, 0, 0
20, 899, 1, 0, 0, 2, 0
30, 899, 0, 1, 0, 2, 0
40, 899, 0, 1, 0, 4, 0
50, 899, 0, 1, 0, 5, 0
60, 899, 0, 1, 0, 6, 3
70, 899, 0, 1, 0, 6, 4
80, 899, 0, 1, 0, 6, 4
90, 899, 0, 1, 0, 5, 5
100, 899, 0, 1, 0, 5, 5
110, 899, 0, 1, 0, 5, 5
120, 898, 1, 1, 0, 5, 4
130, 898, 1, 1, 0, 5, 5
140, 898, 1, 1, 0, 5, 5
150, 897, 2, 0, 1, 5, 3
160, 897, 2, 0, 1, 5, 5
170, 897, 2, 0, 1, 5, 5
180, 897, 2, 0, 1, 5, 5
190, 897, 2, 0, 1, 5, 5
200, 897, 2, 0, 1, 5, 5
210, 897, 1, 1, 1, 5, 5
220, 897, 1, 1, 1, 5, 5
230, 897, 1, 1, 1, 5, 5
240, 897, 1, 1, 1, 6, 5
250, 897, 0, 2, 1, 6, 5
260, 897, 0, 2, 1, 6, 6
270, 896, 1, 2, 1, 6, 6
280, 896, 1, 2, 1, 6, 6
290, 896, 1, 2, 1, 6, 6
300, 896, 1, 2, 1, 6, 6
310, 896, 1, 2, 1, 6, 5
320, 896, 1, 2, 1, 6, 6
330, 896, 1, 2, 1, 6, 6
340, 895, 2, 1, 2, 6, 6
350, 893, 4, 1, 2, 6, 6
360, 892, 5, 1, 2, 6, 6
370, 892, 5, 1, 2, 6, 6
380, 892, 5, 1, 2, 6, 6
390, 891, 6, 1, 2, 6, 6
400, 891, 6, 1, 2, 6, 6
410, 890, 7, 0, 3, 6, 5
420, 890, 7, 0, 3, 6, 6
430, 890, 6, 1, 3, 6, 6
440, 889, 6, 2, 3, 6, 5
450, 889, 6, 2, 3, 7, 6
460, 889, 6, 2, 3, 7, 7
470, 889, 6, 2, 3, 6, 6
480, 889, 6, 2, 3, 6, 5
490, 889, 5, 2, 4, 6, 6
500, 889, 5, 2, 4, 7, 6
510, 879, 5, 2, 14, 7, 7
520, 864, 4, 2, 30, 8, 8
530, 864, 3, 3, 30, 8, 8
540, 864, 3, 3, 30, 8, 7
550, 864, 2, 4, 30, 7, 7
560, 864, 1, 5, 30, 7, 7
570, 864, 1, 5, 30, 8, 6
580, 864, 1, 5, 30, 8, 7
590, 859, 1, 4, 36, 9, 8
600, 852, 1, 4, 43, 9, 8
610, 851, 2, 4, 43, 9, 9
620, 851, 2, 4, 43, 8, 8
630, 851, 2, 4, 43, 7, 7
640, 848, 4, 5, 43, 7, 7
650, 846, 6, 5, 43, 7, 7
660, 842, 10, 4, 44, 7, 7
670, 837, 10, 3, 50, 9, 6
680, 834, 13, 3, 50, 9, 8
690, 831, 15, 4, 50, 8, 8
700, 830, 16, 4, 50, 8, 8
710, 828, 18, 3, 51, 8, 8
720, 827, 18, 4, 51, 9, 8
730, 823, 18, 4, 55, 9, 8
740, 821, 12, 7, 60, 10, 9
750, 817, 15, 7, 61, 10, 10
760, 817, 14, 8, 61, 10, 10
770, 817, 14, 8, 61, 10, 10
780, 816, 15, 8, 61, 10, 10
790, 816, 15, 7, 62, 11, 10
800, 816, 15, 7, 62, 11, 9
810, 815, 16, 7, 62, 11, 10
820, 814, 13, 8, 65, 11, 11
830, 809, 12, 9, 70, 12, 11
840, 806, 10, 12, 72, 12, 11
850, 806, 9, 13, 72, 12, 12
860, 806, 8, 13, 73, 12, 11
870, 805, 9, 13, 73, 12, 12
880, 800, 12, 10, 78, 13, 12
890, 795, 13, 10, 82, 13, 12
900, 793, 13, 10, 84, 13, 13
910, 787, 15, 13, 85, 13, 13
920, 785, 16, 13, 86, 13, 11
930, 783, 14, 14, 89, 13, 12
940, 769, 18, 12, 101, 14, 14
950, 766, 18, 11, 105, 14, 14
960, 761, 15, 11, 113, 14, 14
970, 757, 18, 10, 115, 14, 13
980, 755, 17, 11, 117, 15, 14
990, 747, 16, 13, 124, 16, 14
1000, 743, 16, 8, 133, 17, 15
