0, 899, 1, 0, 0, 0, 0
10, 899, 1, 0, 0, 1, 0
20, 899, 1, 0, 0, 2, 0
30, 899, 0, 1, 0, 2, 1
40, 899, 0, 1, 0, 3, 1
50, 899, 0, 1, 0, 4, 2
60, 899, 0, 1, 0, 4, 1
70, 899, 0, 1, 0, 4, 3
80, 898, 1, 1, 0, 4, 3
90, 897, 2, 1, 0, 4, 3
100, 895, 4, 1, 0, 4, 3
110, 892, 7, 1, 0, 4, 3
120, 889, 10, 1, 0, 4, 3
130, 883, 16, 0, 1, 4, 3
140, 879, 19, 1, 1, 4, 4
150, 874, 21, 4, 1, 4, 4
160, 869, 25, 5, 1, 4, 3
170, 867, 25, 7, 1, 4, 4
180, 862, 26, 7, 5, 5, 4
190, 855, 25, 10, 10, 5, 4
200, 848, 30, 12, 10, 8, 5
210, 842, 32, 12, 14, 8, 6
220, 840, 30, 15, 15, 8, 8
230, 830, 35, 16, 19, 10, 8
240, 821, 31, 17, 31, 12, 11
250, 808, 33, 15, 44, 14, 11
260, 800, 36, 13, 51, 14, 13
270, 785, 32, 11, 72, 15, 13
280, 778, 29, 7, 86, 16, 15
290, 768, 29, 9, 94, 16, 14
300, 759, 29, 11, 101, 16, 16
310, 746, 37, 12, 105, 16, 14
320, 732, 39, 14, 115, 16, 16
330, 724, 35, 14, 127, 16, 16
340, 712, 42, 13, 133, 16, 15
350, 703, 47, 12, 138, 16, 15
360, 696, 50, 11, 143, 16, 14
370, 684, 51, 18, 147, 16, 16
380, 672, 61, 17, 150, 17, 16
390, 663, 68, 17, 152, 17, 17
400, 654, 70, 17, 159, 17, 17
410, 638, 77, 17, 168, 17, 17
420, 625, 87, 19, 169, 17, 17
430, 614, 94, 14, 178, 19, 17
440, 601, 93, 16, 190, 20, 17
450, 592, 86, 18, 204, 21, 17
460, 583, 88, 19, 210, 24, 21
470, 572, 89, 21, 218, 25, 22
480, 565, 85, 18, 232, 25, 22
490, 553, 94, 18, 235, 25, 24
500, 540, 97, 28, 235, 26, 23
510, 534, 94, 34, 238, 26, 25
520, 524, 91, 42, 243, 27, 25
530, 512, 95, 44, 249, 27, 27
540, 494, 102, 55, 249, 27, 27
550, 479, 110, 58, 253, 28, 27
560, 459, 123, 51, 267, 29, 25
570, 446, 129, 47, 278, 30, 27
580, 432, 128, 58, 282, 31, 28
590, 404, 145, 61, 290, 33, 29
600, 388, 145, 68, 299, 36, 31
610, 370, 151, 68, 311, 37, 33
620, 352, 147, 70, 331, 38, 36
630, 329, 152, 72, 347, 42, 36
640, 305, 167, 69, 359, 43, 39
650, 279, 174, 73, 374, 45, 43
660, 253, 178, 86, 383, 45, 42
670, 227, 189, 78, 406, 46, 44
680, 202, 193, 92, 413, 49, 46
690, 171, 205, 94, 430, 49, 46
700, 152, 189, 123, 436, 49, 47
710, 136, 174, 145, 445, 49, 45
720, 114, 166, 167, 453, 51, 46
730, 99, 157, 168, 476, 52, 46
740, 86, 140, 175, 499, 54, 48
750, 76, 115, 188, 521, 54, 49
760, 62, 105, 200, 533, 54, 50
770, 50, 94, 197, 559, 56, 53
780, 41, 83, 172, 604, 56, 56
790, 26, 81, 160, 633, 58, 53
800, 14, 75, 148, 663, 59, 57
810, 9, 68, 130, 693, 61, 58
820, 5, 54, 120, 721, 61, 61
830, 3, 45, 106, 746, 63, 60
840, 2, 33, 88, 777, 64, 60
850, 1, 22, 79, 798, 64, 64
860, 0, 13, 74, 813, 67, 63
870, 0, 4, 63, 833, 67, 58
880, 0, 1, 57, 842, 67, 63
890, 0, 0, 44, 856, 68, 64
900, 0, 0, 31, 869, 68, 64
910, 0, 0, 22, 878, 68, 66
920, 0, 0, 14, 886, 69, 64
930, 0, 0, 9, 891, 69, 67
940, 0, 0, 3, 897, 40, 39
950, 0, 0, 0, 900, 16, 16
960, 0, 0, 0, 900, 15, 15
970, 0, 0, 0, 900, 20, 15
980, 0, 0, 0, 900, 21, 18
990, 0, 0, 0, 900, 22, 21
1000, 0, 0, 0, 900, 22, 21
