0, 0.0
10, 6.335254785978848
20, 8.762207135492243
30, 6.829800428839923
40, 2.8967385640260814
50, 1.4495746004515284
60, 0.7948613675412931
70, -0.45950530981065296
80, -0.08232499023205281
90, 1.2373763071365786
100, 2.366515911101375
110, 2.81545801623382
120, 3.008126808376113
130, 1.915072077421248
140, 1.4557735807316632
150, 1.2793028738184258
160, 1.1188023623164567
170, 0.9867303398236155
180, 0.017729333122558005
190, -0.6777711157476722
200, -0.8959954445506179
210, 0.33111829475687216
220, 0.829525905043276
230, 1.0695212179240758
240, 1.2339690605087714
250, 1.3858191060896985
260, 1.5394606766892729
270, 1.6931845041711906
280, 1.8409685561519695
290, 0.972974634798217
300, 0.4787746019229975
310, 0.3771860658349979
320, 0.3875012739582315
330, 0.3712951542853628
340, 0.3669401257234828
350, 0.3833877067070079
360, 0.41728984931697816
370, 0.4604685183147602
380, 0.5062540985739342
390, 0.5510557289534167
400, 0.5900366041810525
410, 0.619086274964052
420, 0.6494027431347692
430, 0.6912409168161332
440, 0.7487678710543221
450, 0.7435357032148848
460, 0.6983384001036042
470, 0.6807005031295429
480, 0.7401692650410476
490, 0.9075807497129208
500, 1.1566696497596776
510, 1.4403338756986654
520, 1.7258267793152133
530, 1.9924995285650846
540, 2.193571633291346
550, 2.3087743755345587
560, 2.4281743784669416
570, 2.5929283494328113
580, 2.8077837294781043
590, 2.873899266370459
600, 2.020004444262224
610, 1.9125435666215287
620, 2.078364323481284
630, 1.1389950133269469
640, 0.8488963213127234
650, 0.7735676318130964
660, 0.7752437045230534
670, 0.8069405910661848
680, 0.8212696817621234
690, 0.6608677671416601
700, 0.5001949598364905
710, 0.4428166508166845
720, 0.5374770782479805
730, 0.8001071068696513
740, 1.192786111535403
750, 1.6307742464206896
760, 1.9948338932503094
770, 2.329824011272585
780, 2.5887864069175155
790, 2.7495081792272744
800, 2.822607055414729
810, 0.7502238965930428
820, -0.5074440673724429
830, 0.13013711473037065
840, 0.48479374889998467
850, 0.6756933696436008
860, 0.8323843626443661
870, 1.0387035338946564
880, 1.3770031860468492
890, 1.8797718484944541
900, 2.5378667951662686
910, 3.141440287997253
920, 3.734050092229911
930, 4.308608012320058
940, 4.236131297678142
950, 2.876253356712396
960, 2.0573228552135947
970, 0.20239683471602218
980, -1.436289230549107
990, 0.005407720683574662
1000, 0.7193897818857995
